!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9979313198179561, "ud.x": 0.002068680182043856}
coco	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
cofradía	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
coherencia	{"ud.noun": 1.0}
cohete	{"ud.noun": 1.0}
coincide	{"ud.verb": 1.0}
coinciden	{"ud.verb": 1.0}
coincidencia	{"ud.noun": 1.0}
coincidió	{"ud.verb": 1.0}
cola	{"ud.noun": 0.7692307692307693, "ud.propn": 0.23076923076923078}
colabora	{"ud.verb": 1.0}
colaboraciones	{"ud.noun": 1.0}
colaboración	{"ud.noun": 1.0}
colaborado	{"ud.verb": 1.0}
colaborador	{"ud.noun": 1.0}
colaboradores	{"ud.noun": 1.0}
colaboró	{"ud.verb": 1.0}
colapso	{"ud.noun": 1.0}
colas	{"ud.noun": 1.0}
colchonero	{"ud.adj": 1.0}
colchones	{"ud.noun": 1.0}
colecciones	{"ud.noun": 1.0}
coleccionista	{"ud.noun": 1.0}
colección	{"ud.noun": 1.0}
colectiva	{"ud.adj": 0.75, "ud.noun": 0.25}
colectivo	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
colectivos	{"ud.adj": 0.25, "ud.noun": 0.75}
colegas	{"ud.noun": 1.0}
colegio	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
colegios	{"ud.noun": 0.9, "ud.propn": 0.1}
coleóptero	{"ud.noun": 1.0}
coleópteros	{"ud.noun": 1.0}
colgar	{"ud.verb": 1.0}
colgarse	{"ud._": 1.0}
colina	{"ud.noun": 1.0}
colinas	{"ud.noun": 1.0}
colisión	{"ud.noun": 1.0}
coll	{"ud.propn": 1.0}
college	{"ud.propn": 1.0}
collins	{"ud.propn": 1.0}
colmillos	{"ud.noun": 1.0}
colmo	{"ud.noun": 1.0}
coloca	{"ud.verb": 1.0}
colocación	{"ud.noun": 1.0}
colocado	{"ud.verb": 0.75, "ud.noun": 0.25}
colocan	{"ud.verb": 1.0}
colocar	{"ud.verb": 1.0}
coloma	{"ud.propn": 1.0}
colombia	{"ud.propn": 1.0}
colombiana	{"ud.adj": 1.0}
colombiano	{"ud.adj": 1.0}
colonia	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
colonial	{"ud.adj": 0.75, "ud.propn": 0.25}
colonias	{"ud.noun": 1.0}
colonización	{"ud.propn": 0.14285714285714285, "ud.noun": 0.8571428571428571}
color	{"ud.noun": 0.984375, "ud.propn": 0.015625}
colorado	{"ud.propn": 0.8, "ud.adj": 0.2}
colores	{"ud.noun": 1.0}
columbia	{"ud.propn": 1.0}
columbus	{"ud.propn": 1.0}
columna	{"ud.noun": 0.875, "ud.propn": 0.125}
columnas	{"ud.noun": 1.0}
colón	{"ud.propn": 1.0}
coma	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
comandante	{"ud.noun": 0.967741935483871, "ud.propn": 0.03225806451612903}
comando	{"ud.noun": 0.7142857142857143, "ud.propn": 0.14285714285714285, "ud.verb": 0.14285714285714285}
comandó	{"ud.verb": 1.0}
comarca	{"ud.noun": 0.9642857142857143, "ud.propn": 0.03571428571428571}
comarcal	{"ud.adj": 0.25, "ud.propn": 0.75}
combate	{"ud.noun": 0.9545454545454546, "ud.verb": 0.045454545454545456}
combates	{"ud.noun": 1.0}
combatientes	{"ud.noun": 0.75, "ud.adj": 0.25}
combatir	{"ud.verb": 1.0}
combinaciones	{"ud.noun": 1.0}
combinación	{"ud.noun": 1.0}
combinadas	{"ud.verb": 0.75, "ud.adj": 0.25}
combinando	{"ud.verb": 1.0}
combustible	{"ud.noun": 1.0}
come	{"ud.verb": 0.7857142857142857, "ud.propn": 0.21428571428571427}
comedia	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
comedor	{"ud.noun": 1.0}
comedores	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
comenta	{"ud.verb": 1.0}
comentado	{"ud.verb": 1.0}
comentan	{"ud.verb": 1.0}
comentar	{"ud.verb": 1.0}
comentario	{"ud.noun": 1.0}
comentarios	{"ud.noun": 1.0}
comentó	{"ud.verb": 1.0}
comenzado	{"ud.verb": 1.0}
comenzando	{"ud.verb": 1.0}
comenzar	{"ud.verb": 1.0}
comenzaron	{"ud.verb": 1.0}
comenzó	{"ud.verb": 1.0}
comer	{"ud.verb": 1.0}
comercial	{"ud.propn": 0.13513513513513514, "ud.adj": 0.7567567567567568, "ud.noun": 0.10810810810810811}
comerciales	{"ud.adj": 1.0}
comercializar	{"ud.verb": 1.0}
comerciante	{"ud.noun": 1.0}
comerciantes	{"ud.noun": 1.0}
comercio	{"ud.noun": 0.8409090909090909, "ud.propn": 0.1590909090909091}
comercios	{"ud.noun": 1.0}
comes	{"ud.verb": 0.6666666666666666, "ud.propn": 0.3333333333333333}
cometa	{"ud.noun": 0.75, "ud.propn": 0.25}
cometido	{"ud.verb": 0.6666666666666666, "ud.noun": 0.2222222222222222, "ud.adj": 0.1111111111111111}
cometidos	{"ud.verb": 1.0}
comicios	{"ud.noun": 1.0}
comics	{"ud.propn": 0.75, "ud.noun": 0.25}
comida	{"ud.noun": 1.0}
comidas	{"ud.noun": 1.0}
comido	{"ud.verb": 1.0}
comienza	{"ud.verb": 1.0}
comienzan	{"ud.verb": 1.0}
comienzo	{"ud.noun": 1.0}
comienzos	{"ud.noun": 1.0}
comisario	{"ud.noun": 1.0}
comisaría	{"ud.noun": 1.0}
comisiones	{"ud.noun": 1.0}
comisión	{"ud.noun": 0.7727272727272727, "ud.propn": 0.22727272727272727}
comité	{"ud.noun": 0.5, "ud.propn": 0.45, "ud.verb": 0.05}
como	{"ud.adp": 0.8018508437670114, "ud.cconj": 0.10724006532389765, "ud.adv": 0.029940119760479042, "ud.sconj": 0.05933587370713119, "ud.verb": 0.0010887316276537834, "ud.propn": 0.0005443658138268917}
comodidad	{"ud.noun": 1.0}
comodidades	{"ud.noun": 1.0}
comodoro	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
compacta	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
company	{"ud.propn": 1.0}
compara	{"ud.verb": 1.0}
comparación	{"ud.noun": 1.0}
comparar	{"ud.verb": 1.0}
comparte	{"ud.verb": 1.0}
comparten	{"ud.verb": 1.0}
compartido	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
compartir	{"ud.verb": 1.0}
compartió	{"ud.verb": 1.0}
compartía	{"ud.verb": 1.0}
compatible	{"ud.adj": 0.8, "ud.noun": 0.2}
compatriota	{"ud.noun": 1.0}
compañero	{"ud.noun": 0.9166666666666666, "ud.propn": 0.08333333333333333}
compañeros	{"ud.noun": 1.0}
compañia	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
compañía	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
compañías	{"ud.noun": 1.0}
compensación	{"ud.noun": 1.0}
competencia	{"ud.noun": 0.9545454545454546, "ud.propn": 0.045454545454545456}
competencias	{"ud.noun": 1.0}
competiciones	{"ud.noun": 1.0}
competición	{"ud.noun": 1.0}
competidores	{"ud.noun": 1.0}
competir	{"ud.verb": 1.0}
competitiva	{"ud.adj": 1.0}
competitividad	{"ud.noun": 1.0}
competitivo	{"ud.adj": 1.0}
compite	{"ud.verb": 1.0}
compitiendo	{"ud.verb": 1.0}
compitió	{"ud.verb": 1.0}
compleja	{"ud.adj": 1.0}
complejo	{"ud.noun": 0.8, "ud.adj": 0.2}
complejos	{"ud.adj": 0.75, "ud.noun": 0.25}
completa	{"ud.adj": 0.8636363636363636, "ud.verb": 0.13636363636363635}
completado	{"ud.verb": 0.75, "ud.adj": 0.25}
completamente	{"ud.adv": 1.0}
completan	{"ud.verb": 1.0}
completar	{"ud.verb": 1.0}
completo	{"ud.adj": 0.6296296296296297, "ud.noun": 0.3333333333333333, "ud.verb": 0.037037037037037035}
completó	{"ud.verb": 1.0}
complexión	{"ud.noun": 1.0}
complicaciones	{"ud.noun": 1.0}
complicada	{"ud.adj": 1.0}
complicado	{"ud.verb": 0.4, "ud.adj": 0.6}
complicidad	{"ud.noun": 1.0}
complutense	{"ud.propn": 1.0}
compone	{"ud.verb": 1.0}
componen	{"ud.verb": 1.0}
componente	{"ud.noun": 1.0}
componentes	{"ud.noun": 0.8333333333333334, "ud.adj": 0.16666666666666666}
componer	{"ud.verb": 1.0}
comporta	{"ud.verb": 1.0}
comportamiento	{"ud.noun": 1.0}
composiciones	{"ud.noun": 1.0}
composición	{"ud.noun": 1.0}
compositor	{"ud.noun": 1.0}
compositores	{"ud.propn": 0.2, "ud.noun": 0.8}
compostela	{"ud.propn": 1.0}
compra	{"ud.noun": 0.8125, "ud.verb": 0.1875}
comprado	{"ud.verb": 0.8, "ud.adj": 0.2}
comprador	{"ud.noun": 1.0}
comprando	{"ud.verb": 1.0}
comprar	{"ud.verb": 0.9565217391304348, "ud.noun": 0.043478260869565216}
compras	{"ud.noun": 0.9285714285714286, "ud.verb": 0.07142857142857142}
compraventa	{"ud.noun": 1.0}
compre	{"ud.verb": 0.6666666666666666, "ud.adv": 0.3333333333333333}
comprende	{"ud.verb": 1.0}
comprenden	{"ud.verb": 1.0}
comprender	{"ud.verb": 1.0}
comprensión	{"ud.noun": 1.0}
compresión	{"ud.noun": 1.0}
compro	{"ud.verb": 1.0}
comprobar	{"ud.verb": 1.0}
compromete	{"ud.verb": 1.0}
compromiso	{"ud.noun": 1.0}
comprueba	{"ud.verb": 0.75, "ud.noun": 0.25}
compré	{"ud.verb": 1.0}
compró	{"ud.verb": 1.0}
compuesta	{"ud.verb": 0.7777777777777778, "ud.adj": 0.2222222222222222}
compuestas	{"ud.verb": 0.4, "ud.noun": 0.6}
compuesto	{"ud.adj": 0.2535211267605634, "ud.noun": 0.09859154929577464, "ud.verb": 0.647887323943662}
compuestos	{"ud.noun": 0.6428571428571429, "ud.adj": 0.14285714285714285, "ud.verb": 0.21428571428571427}
compuso	{"ud.verb": 1.0}
computación	{"ud.noun": 0.8, "ud.propn": 0.2}
computadora	{"ud.noun": 1.0}
comuna	{"ud.noun": 0.9814814814814815, "ud.propn": 0.018518518518518517}
comunas	{"ud.noun": 1.0}
comunes	{"ud.adj": 1.0}
comunica	{"ud.noun": 0.14285714285714285, "ud.verb": 0.8571428571428571}
comunicaciones	{"ud.noun": 0.875, "ud.propn": 0.125}
comunicación	{"ud.noun": 0.9714285714285714, "ud.propn": 0.02857142857142857}
comunicado	{"ud.verb": 0.21428571428571427, "ud.noun": 0.7857142857142857}
comunican	{"ud.verb": 1.0}
comunicar	{"ud.verb": 1.0}
comunicarse	{"ud._": 1.0}
comunidad	{"ud.propn": 0.2222222222222222, "ud.noun": 0.7777777777777778}
comunidades	{"ud.noun": 0.9565217391304348, "ud.propn": 0.043478260869565216}
comunista	{"ud.adj": 0.55, "ud.propn": 0.45}
comunistas	{"ud.noun": 0.6, "ud.adj": 0.4}
comunitaria	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
comunitat	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
común	{"ud.adj": 0.9787234042553191, "ud.propn": 0.02127659574468085}
comúnmente	{"ud.adv": 1.0}
con	{"ud.adp": 0.9990906335253107, "ud.propn": 0.0006062443164595332, "ud.x": 0.0003031221582297666}
conan	{"ud.propn": 1.0}
concede	{"ud.verb": 1.0}
concedido	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
concedió	{"ud.verb": 1.0}
concejal	{"ud.noun": 1.0}
concejales	{"ud.noun": 1.0}
concejo	{"ud.noun": 1.0}
concentraciones	{"ud.noun": 1.0}
concentración	{"ud.noun": 1.0}
concepción	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
concepto	{"ud.noun": 1.0}
conceptos	{"ud.noun": 1.0}
concertado	{"ud.verb": 1.0}
concesión	{"ud.noun": 1.0}
concha	{"ud.propn": 0.5, "ud.noun": 0.5}
conciencia	{"ud.noun": 0.875, "ud.propn": 0.125}
concierto	{"ud.noun": 0.9642857142857143, "ud.verb": 0.03571428571428571}
conciertos	{"ud.noun": 1.0}
concilio	{"ud.noun": 0.5, "ud.propn": 0.5}
concluir	{"ud.verb": 1.0}
conclusiones	{"ud.noun": 1.0}
conclusión	{"ud.noun": 1.0}
concluyó	{"ud.verb": 1.0}
concordancia	{"ud.noun": 1.0}
concretamente	{"ud.adv": 1.0}
concretar	{"ud.verb": 1.0}
concreto	{"ud.adj": 0.8, "ud.noun": 0.2}
concubina	{"ud.noun": 1.0}
concursantes	{"ud.noun": 1.0}
concurso	{"ud.noun": 0.9696969696969697, "ud.propn": 0.030303030303030304}
concéntricos	{"ud.adj": 1.0}
condado	{"ud.noun": 0.975, "ud.propn": 0.025}
condados	{"ud.noun": 1.0}
condal	{"ud.propn": 0.75, "ud.adj": 0.25}
conde	{"ud.propn": 0.34782608695652173, "ud.noun": 0.6521739130434783}
condenado	{"ud.verb": 0.75, "ud.adj": 0.25}
condenados	{"ud.propn": 0.16666666666666666, "ud.verb": 0.5, "ud.noun": 0.3333333333333333}
condenó	{"ud.verb": 1.0}
condes	{"ud.noun": 1.0}
condiciones	{"ud.noun": 1.0}
condición	{"ud.noun": 0.9375, "ud.propn": 0.0625}
conducción	{"ud.noun": 1.0}
conduce	{"ud.verb": 1.0}
conducido	{"ud.verb": 1.0}
conducir	{"ud.verb": 1.0}
conducta	{"ud.noun": 1.0}
conductor	{"ud.noun": 1.0}
conductores	{"ud.noun": 1.0}
condujo	{"ud.verb": 1.0}
conecta	{"ud.verb": 1.0}
conectar	{"ud.verb": 0.8571428571428571, "ud.propn": 0.14285714285714285}
conejos	{"ud.noun": 1.0}
conexiones	{"ud.noun": 1.0}
conexión	{"ud.noun": 1.0}
confederación	{"ud.propn": 0.5714285714285714, "ud.noun": 0.42857142857142855}
conferencia	{"ud.noun": 0.5833333333333334, "ud.propn": 0.4166666666666667}
confianza	{"ud.noun": 1.0}
confiar	{"ud.verb": 1.0}
confidencial	{"ud.adj": 1.0}
confiesa	{"ud.verb": 1.0}
configuraciones	{"ud.noun": 1.0}
configurado	{"ud.verb": 1.0}
configuran	{"ud.verb": 1.0}
confirma	{"ud.verb": 1.0}
confirmada	{"ud.verb": 1.0}
confirmado	{"ud.verb": 1.0}
confirmó	{"ud.verb": 1.0}
conflicto	{"ud.noun": 1.0}
conflictos	{"ud.noun": 1.0}
confluencia	{"ud.noun": 1.0}
confluyen	{"ud.verb": 1.0}
conformada	{"ud.verb": 1.0}
conformado	{"ud.verb": 1.0}
conforman	{"ud.verb": 1.0}
confundir	{"ud.verb": 1.0}
confusión	{"ud.noun": 1.0}
confuso	{"ud.adj": 1.0}
confía	{"ud.verb": 1.0}
congo	{"ud.propn": 0.8333333333333334, "ud.noun": 0.16666666666666666}
congregación	{"ud.noun": 1.0}
congreso	{"ud.propn": 0.32, "ud.noun": 0.68}
congresos	{"ud.noun": 1.0}
congénita	{"ud.adj": 1.0}
conjunta	{"ud.adj": 1.0}
conjuntamente	{"ud.adv": 1.0}
conjunto	{"ud.noun": 0.9523809523809523, "ud.propn": 0.047619047619047616}
conjuntos	{"ud.noun": 1.0}
conmemorar	{"ud.verb": 1.0}
conmemorativo	{"ud.adj": 1.0}
conmigo	{"ud.pron": 1.0}
conoce	{"ud.verb": 1.0}
conocemos	{"ud.verb": 1.0}
conocen	{"ud.verb": 1.0}
conocer	{"ud.verb": 0.98, "ud.propn": 0.02}
conocerse	{"ud._": 1.0}
conocida	{"ud.verb": 0.7575757575757576, "ud.noun": 0.045454545454545456, "ud.adj": 0.19696969696969696}
conocidas	{"ud.verb": 0.5, "ud.adj": 0.4166666666666667, "ud.noun": 0.08333333333333333}
conocido	{"ud.verb": 0.8983050847457628, "ud.adj": 0.07627118644067797, "ud.noun": 0.025423728813559324}
conocidos	{"ud.adj": 0.72, "ud.verb": 0.2, "ud.noun": 0.08}
conocimiento	{"ud.noun": 1.0}
conocimientos	{"ud.noun": 1.0}
conoció	{"ud.verb": 1.0}
conocí	{"ud.verb": 1.0}
conocía	{"ud.verb": 1.0}
conozco	{"ud.verb": 1.0}
conquista	{"ud.propn": 0.05555555555555555, "ud.noun": 0.9444444444444444}
conquistador	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
conquistar	{"ud.verb": 1.0}
consagrado	{"ud.verb": 1.0}
consciente	{"ud.adj": 0.6, "ud.noun": 0.4}
consecuencia	{"ud.noun": 1.0}
consecuencias	{"ud.noun": 1.0}
consecutiva	{"ud.adj": 1.0}
consecutivas	{"ud.adj": 1.0}
consecutivo	{"ud.adj": 1.0}
consecutivos	{"ud.adj": 1.0}
conseguido	{"ud.verb": 0.9166666666666666, "ud.adj": 0.08333333333333333}
conseguir	{"ud.verb": 1.0}
conseguiría	{"ud.verb": 1.0}
consejero	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
consejeros	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
consejo	{"ud.propn": 0.49122807017543857, "ud.noun": 0.5087719298245614}
consejos	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
consell	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
consenso	{"ud.noun": 1.0}
consentimiento	{"ud.noun": 1.0}
conserva	{"ud.verb": 1.0}
conservaba	{"ud.verb": 1.0}
conservación	{"ud.noun": 0.9, "ud.propn": 0.1}
conservada	{"ud.verb": 1.0}
conservado	{"ud.verb": 1.0}
conservador	{"ud.adj": 1.0}
conservadora	{"ud.noun": 0.4, "ud.adj": 0.6}
conservadores	{"ud.noun": 1.0}
conservan	{"ud.verb": 1.0}
conservar	{"ud.verb": 1.0}
considera	{"ud.verb": 1.0}
consideraba	{"ud.verb": 1.0}
consideraban	{"ud.verb": 1.0}
considerable	{"ud.adj": 1.0}
considerablemente	{"ud.adv": 1.0}
consideración	{"ud.noun": 1.0}
considerada	{"ud.verb": 0.8461538461538461, "ud.adj": 0.15384615384615385}
consideradas	{"ud.verb": 1.0}
considerado	{"ud.verb": 1.0}
considerados	{"ud.verb": 0.75, "ud.adj": 0.25}
consideran	{"ud.verb": 1.0}
considerando	{"ud.verb": 1.0}
considerar	{"ud.verb": 1.0}
considerarse	{"ud._": 1.0}
consideró	{"ud.verb": 1.0}
consigo	{"ud.pron": 1.0}
consigue	{"ud.verb": 1.0}
consiguen	{"ud.verb": 1.0}
consiguiendo	{"ud.verb": 1.0}
consiguieron	{"ud.verb": 1.0}
consiguió	{"ud.verb": 1.0}
consiste	{"ud.verb": 1.0}
consisten	{"ud.verb": 1.0}
consistorio	{"ud.noun": 1.0}
consistía	{"ud.verb": 1.0}
consola	{"ud.noun": 1.0}
consolida	{"ud.verb": 1.0}
consolidación	{"ud.noun": 1.0}
consonancia	{"ud.noun": 1.0}
consorcio	{"ud.noun": 1.0}
consorte	{"ud.adj": 1.0}
conspiración	{"ud.noun": 1.0}
consta	{"ud.verb": 0.875, "ud.noun": 0.125}
constancia	{"ud.noun": 1.0}
constante	{"ud.adj": 1.0}
constantemente	{"ud.adv": 1.0}
constantes	{"ud.adj": 1.0}
constantino	{"ud.propn": 1.0}
constantinopla	{"ud.propn": 1.0}
constelación	{"ud.noun": 1.0}
constitucional	{"ud.adj": 0.6666666666666666, "ud.propn": 0.2222222222222222, "ud.noun": 0.1111111111111111}
constitucionales	{"ud.adj": 1.0}
constituciones	{"ud.noun": 1.0}
constitución	{"ud.propn": 0.18518518518518517, "ud.noun": 0.8148148148148148}
constituido	{"ud.verb": 1.0}
constituir	{"ud.verb": 1.0}
constituye	{"ud.verb": 1.0}
constituyen	{"ud.verb": 1.0}
constituyente	{"ud.adj": 0.3333333333333333, "ud.propn": 0.3333333333333333, "ud.noun": 0.3333333333333333}
constituyentes	{"ud.adj": 0.3333333333333333, "ud.propn": 0.3333333333333333, "ud.noun": 0.3333333333333333}
constituía	{"ud.verb": 1.0}
construcciones	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
construcción	{"ud.noun": 0.9444444444444444, "ud.propn": 0.05555555555555555}
construida	{"ud.verb": 0.9047619047619048, "ud.adv": 0.047619047619047616, "ud.noun": 0.047619047619047616}
construidas	{"ud.verb": 1.0}
construido	{"ud.verb": 0.9259259259259259, "ud.adj": 0.07407407407407407}
construidos	{"ud.verb": 1.0}
construir	{"ud.verb": 1.0}
construyendo	{"ud.verb": 1.0}
construyeron	{"ud.verb": 1.0}
construyó	{"ud.verb": 1.0}
consulta	{"ud.noun": 1.0}
consultada	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
consultar	{"ud.verb": 1.0}
consultas	{"ud.noun": 1.0}
consultor	{"ud.noun": 1.0}
consumidor	{"ud.noun": 1.0}
consumidores	{"ud.noun": 0.8, "ud.propn": 0.2}
consumir	{"ud.verb": 1.0}
consumo	{"ud.noun": 1.0}
contaba	{"ud.verb": 1.0}
contacto	{"ud.noun": 1.0}
contactos	{"ud.noun": 1.0}
contado	{"ud.verb": 1.0}
contador	{"ud.propn": 0.25, "ud.noun": 0.75}
contaminación	{"ud.noun": 1.0}
contando	{"ud.verb": 1.0}
contar	{"ud.verb": 1.0}
contará	{"ud.verb": 1.0}
contempla	{"ud.verb": 1.0}
contemplación	{"ud.noun": 1.0}
contemplar	{"ud.verb": 1.0}
contemporánea	{"ud.adj": 1.0}
contemporáneo	{"ud.noun": 0.16666666666666666, "ud.adj": 0.8333333333333334}
contención	{"ud.noun": 1.0}
contenedor	{"ud.noun": 1.0}
contenedores	{"ud.noun": 1.0}
contener	{"ud.verb": 1.0}
contenido	{"ud.noun": 0.9411764705882353, "ud.verb": 0.058823529411764705}
contenidos	{"ud.noun": 0.9, "ud.verb": 0.1}
contenta	{"ud.adj": 1.0}
contento	{"ud.adj": 1.0}
contentos	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
contenía	{"ud.verb": 1.0}
contesta	{"ud.verb": 1.0}
contexto	{"ud.noun": 1.0}
contiene	{"ud.verb": 1.0}
contienen	{"ud.verb": 1.0}
continental	{"ud.adj": 0.7272727272727273, "ud.propn": 0.2727272727272727}
continentales	{"ud.adj": 1.0}
continente	{"ud.noun": 1.0}
continentes	{"ud.noun": 1.0}
continua	{"ud.adj": 0.4444444444444444, "ud.verb": 0.5555555555555556}
continuaba	{"ud.verb": 1.0}
continuación	{"ud.noun": 1.0}
continuar	{"ud.verb": 1.0}
continuaron	{"ud.verb": 1.0}
continuas	{"ud.adj": 1.0}
continuidad	{"ud.noun": 1.0}
continuo	{"ud.adj": 0.8, "ud.noun": 0.2}
continuó	{"ud.verb": 1.0}
continúa	{"ud.verb": 1.0}
continúan	{"ud.verb": 1.0}
contra	{"ud.adp": 0.9162011173184358, "ud.noun": 0.0670391061452514, "ud.x": 0.01675977653631285}
contracción	{"ud.noun": 1.0}
contraer	{"ud.verb": 1.0}
contrarias	{"ud.adj": 1.0}
contrario	{"ud.noun": 0.8260869565217391, "ud.adj": 0.17391304347826086}
contrarrestar	{"ud.verb": 1.0}
contrasta	{"ud.verb": 1.0}
contraste	{"ud.noun": 1.0}
contratación	{"ud.noun": 1.0}
contratado	{"ud.verb": 0.8333333333333334, "ud.adj": 0.16666666666666666}
contratados	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
contratar	{"ud.verb": 1.0}
contrato	{"ud.noun": 0.9761904761904762, "ud.propn": 0.023809523809523808}
contratos	{"ud.noun": 1.0}
contribución	{"ud.noun": 1.0}
contribuir	{"ud.verb": 1.0}
contribuye	{"ud.verb": 1.0}
contribuyen	{"ud.verb": 1.0}
contribuyó	{"ud.verb": 1.0}
control	{"ud.noun": 1.0}
controla	{"ud.verb": 1.0}
controlan	{"ud.verb": 1.0}
controlar	{"ud.verb": 1.0}
controles	{"ud.noun": 1.0}
controversia	{"ud.noun": 1.0}
contundente	{"ud.adj": 1.0}
contundentes	{"ud.adj": 1.0}
contó	{"ud.verb": 1.0}
convencer	{"ud.verb": 1.0}
convencido	{"ud.adj": 1.0}
convencional	{"ud.adj": 1.0}
convencionales	{"ud.adj": 1.0}
convenciones	{"ud.noun": 1.0}
convención	{"ud.noun": 0.625, "ud.propn": 0.375}
conveniente	{"ud.adj": 0.75, "ud.noun": 0.25}
convenios	{"ud.noun": 1.0}
convento	{"ud.propn": 0.16666666666666666, "ud.noun": 0.8333333333333334}
conversaciones	{"ud.noun": 1.0}
conversación	{"ud.noun": 1.0}
conversión	{"ud.noun": 1.0}
convertido	{"ud.verb": 1.0}
convertir	{"ud.verb": 1.0}
convertirse	{"ud._": 1.0}
convertirá	{"ud.verb": 1.0}
convertiría	{"ud.verb": 1.0}
conviene	{"ud.verb": 1.0}
convierte	{"ud.verb": 1.0}
convierten	{"ud.verb": 1.0}
convirtiendo	{"ud.verb": 1.0}
convirtieron	{"ud.verb": 1.0}
convirtiéndo	{"ud.verb": 1.0}
convirtiéndolo	{"ud._": 1.0}
convirtiéndose	{"ud._": 1.0}
convirtió	{"ud.verb": 1.0}
convivencia	{"ud.noun": 1.0}
convocado	{"ud.adj": 0.18181818181818182, "ud.verb": 0.8181818181818182}
convocatoria	{"ud.noun": 1.0}
cooperación	{"ud.noun": 0.7777777777777778, "ud.propn": 0.2222222222222222}
cooperar	{"ud.verb": 1.0}
cooperativa	{"ud.propn": 0.2, "ud.noun": 0.8}
cooperativas	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
coordenadas	{"ud.noun": 0.9848484848484849, "ud.propn": 0.015151515151515152}
coordinación	{"ud.noun": 1.0}
coordinada	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
coordinador	{"ud.noun": 1.0}
copa	{"ud.propn": 0.8222222222222222, "ud.noun": 0.17777777777777778}
copas	{"ud.noun": 0.875, "ud.propn": 0.125}
copenhague	{"ud.propn": 1.0}
copia	{"ud.noun": 1.0}
copiapó	{"ud.propn": 1.0}
copias	{"ud.noun": 1.0}
coral	{"ud.propn": 0.375, "ud.noun": 0.625}
corales	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
corazón	{"ud.noun": 0.8148148148148148, "ud.propn": 0.18518518518518517}
cordillera	{"ud.noun": 0.625, "ud.propn": 0.375}
cordón	{"ud.noun": 1.0}
core	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
corea	{"ud.propn": 1.0}
cork	{"ud.propn": 1.0}
cornell	{"ud.propn": 1.0}
cornudella	{"ud.propn": 1.0}
coro	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
corola	{"ud.noun": 1.0}
corona	{"ud.noun": 0.75, "ud.propn": 0.25}
coronada	{"ud.verb": 1.0}
coronado	{"ud.verb": 1.0}
coronas	{"ud.noun": 1.0}
coronel	{"ud.noun": 0.7333333333333333, "ud.propn": 0.26666666666666666}
coronela	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
corporaciones	{"ud.noun": 1.0}
corporación	{"ud.noun": 0.5833333333333334, "ud.propn": 0.4166666666666667}
corporation	{"ud.propn": 1.0}
corpus	{"ud.propn": 1.0}
corre	{"ud.verb": 1.0}
correcta	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
correctamente	{"ud.adv": 1.0}
correcto	{"ud.adj": 1.0}
corredor	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
corredores	{"ud.noun": 1.0}
corren	{"ud.verb": 1.0}
correo	{"ud.noun": 1.0}
corresponde	{"ud.verb": 1.0}
