!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9983351831298557, "ud.sym": 0.0011098779134295228, "ud.noun": 0.0005549389567147614}
einschließlich	{"ud.noun": 0.2, "ud.adp": 0.8}
einschränkung	{"ud.noun": 1.0}
einsetzen	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
einsetzt	{"ud.verb": 1.0}
einsicht	{"ud.noun": 1.0}
einst	{"ud.adv": 1.0}
einstellen	{"ud.verb": 1.0}
einstellung	{"ud.noun": 1.0}
einstieg	{"ud.noun": 1.0}
einstigen	{"ud.adj": 1.0}
einsätze	{"ud.noun": 1.0}
einsätzen	{"ud.noun": 1.0}
eintrag	{"ud.noun": 1.0}
eintragen	{"ud.verb": 1.0}
eintritt	{"ud.noun": 1.0}
einverständnis	{"ud.noun": 1.0}
einwohner	{"ud.noun": 1.0}
einwohnern	{"ud.noun": 1.0}
einwohnerzahl	{"ud.noun": 1.0}
einzel	{"ud.noun": 1.0}
einzelfällen	{"ud.noun": 1.0}
einzeln	{"ud.adj": 0.75, "ud.adv": 0.25}
einzelne	{"ud.adj": 1.0}
einzelnen	{"ud.adj": 0.9259259259259259, "ud.noun": 0.07407407407407407}
einzelner	{"ud.adj": 1.0}
einzig	{"ud.adj": 1.0}
einzige	{"ud.adj": 1.0}
einzigen	{"ud.adj": 1.0}
einzug	{"ud.noun": 1.0}
einzugsgebiet	{"ud.noun": 1.0}
eis	{"ud.noun": 1.0}
eisen	{"ud.noun": 1.0}
eisenbahn	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
eisenbahngesellschaft	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
eiserne	{"ud.propn": 0.8, "ud.adj": 0.2}
eisernen	{"ud.propn": 1.0}
eishockey	{"ud.noun": 0.8, "ud.propn": 0.2}
eishockeyspieler	{"ud.noun": 1.0}
ekz	{"ud.propn": 1.0}
el	{"ud.propn": 1.0}
elbe	{"ud.propn": 1.0}
elektrifiziert	{"ud.verb": 0.75, "ud.adj": 0.25}
elektrisch	{"ud.adj": 1.0}
elektrische	{"ud.adj": 1.0}
elektrischen	{"ud.adj": 1.0}
elektronen	{"ud.noun": 1.0}
elektronische	{"ud.adj": 1.0}
elektronischen	{"ud.adj": 1.0}
element	{"ud.noun": 1.0}
elemente	{"ud.noun": 0.9230769230769231, "ud.propn": 0.07692307692307693}
elementen	{"ud.noun": 1.0}
elf	{"ud.num": 0.8181818181818182, "ud.noun": 0.18181818181818182}
elias	{"ud.propn": 1.0}
elisabeth	{"ud.propn": 1.0}
elise	{"ud.propn": 1.0}
elsass	{"ud.propn": 1.0}
eltern	{"ud.noun": 1.0}
em	{"ud.propn": 0.5, "ud.noun": 0.5}
emigrierte	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
emilia	{"ud.propn": 1.0}
emma	{"ud.propn": 1.0}
emotional	{"ud.adj": 1.0}
emotionale	{"ud.adj": 1.0}
empfahl	{"ud.adp": 0.3333333333333333, "ud.verb": 0.6666666666666666}
empfang	{"ud.noun": 1.0}
empfangen	{"ud.verb": 1.0}
empfehlen	{"ud.verb": 1.0}
empfehlenswert	{"ud.adj": 1.0}
empfehlung	{"ud.noun": 1.0}
empfehlungen	{"ud.noun": 1.0}
empfindsamkeit	{"ud.noun": 1.0}
empfohlen	{"ud.verb": 1.0}
empfänger	{"ud.noun": 1.0}
empfängerempfindlichkeit	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
empire	{"ud.propn": 1.0}
empore	{"ud.noun": 1.0}
en	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
ende	{"ud.noun": 1.0}
enden	{"ud.verb": 0.75, "ud.noun": 0.25}
endet	{"ud.verb": 1.0}
endete	{"ud.verb": 1.0}
endgültig	{"ud.adj": 0.8571428571428571, "ud.adv": 0.14285714285714285}
endgültige	{"ud.adj": 1.0}
endgültigen	{"ud.adj": 1.0}
endlich	{"ud.adv": 0.95, "ud.adj": 0.05}
endpunkt	{"ud.noun": 1.0}
endrunde	{"ud.noun": 1.0}
endspiel	{"ud.noun": 1.0}
energie	{"ud.noun": 0.8, "ud.propn": 0.2}
eng	{"ud.adj": 1.0}
engagement	{"ud.noun": 1.0}
engagements	{"ud.noun": 1.0}
engagieren	{"ud.verb": 1.0}
engagiert	{"ud.adj": 0.25, "ud.verb": 0.75}
engagierte	{"ud.adj": 0.125, "ud.verb": 0.875}
enge	{"ud.adj": 1.0}
engel	{"ud.propn": 0.5, "ud.noun": 0.5}
engen	{"ud.adj": 1.0}
enger	{"ud.adj": 1.0}
engineering	{"ud.propn": 1.0}
engl.	{"ud.adj": 1.0}
england	{"ud.propn": 1.0}
englands	{"ud.propn": 1.0}
englisch	{"ud.noun": 0.1875, "ud.adj": 0.5625, "ud.propn": 0.25}
englische	{"ud.adj": 0.75, "ud.propn": 0.25}
englischen	{"ud.adj": 1.0}
englischer	{"ud.adj": 1.0}
englischsprachigen	{"ud.adj": 1.0}
enkel	{"ud.noun": 1.0}
enki	{"ud.propn": 1.0}
enrique	{"ud.propn": 1.0}
ensemble	{"ud.propn": 0.2, "ud.noun": 0.8}
ensembles	{"ud.noun": 1.0}
entdecker	{"ud.noun": 1.0}
entdeckt	{"ud.verb": 1.0}
entdeckte	{"ud.verb": 1.0}
entdeckung	{"ud.noun": 1.0}
entfallen	{"ud.verb": 1.0}
entfernen	{"ud.verb": 1.0}
entfernt	{"ud.verb": 0.5, "ud.adj": 0.5}
entfernte	{"ud.adj": 0.4, "ud.verb": 0.6}
entfernten	{"ud.adj": 1.0}
entfernung	{"ud.noun": 1.0}
entfällt	{"ud.verb": 1.0}
entgegen	{"ud.adv": 0.375, "ud.adp": 0.625}
enthalten	{"ud.verb": 1.0}
enthaltene	{"ud.adj": 1.0}
enthielt	{"ud.verb": 1.0}
enthält	{"ud.verb": 1.0}
entlang	{"ud.adp": 0.92, "ud.adv": 0.08}
entlassen	{"ud.verb": 1.0}
entlassung	{"ud.noun": 1.0}
entließ	{"ud.verb": 1.0}
entscheiden	{"ud.verb": 1.0}
entscheidend	{"ud.adv": 0.16666666666666666, "ud.adj": 0.8333333333333334}
entscheidende	{"ud.adj": 1.0}
entscheidenden	{"ud.adj": 1.0}
entscheidet	{"ud.verb": 1.0}
entscheidung	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
entscheidungen	{"ud.noun": 1.0}
entschied	{"ud.verb": 1.0}
entschieden	{"ud.verb": 0.8, "ud.adj": 0.2}
entschlossen	{"ud.verb": 0.8, "ud.adj": 0.2}
entschluss	{"ud.noun": 1.0}
entspannt	{"ud.adv": 0.3333333333333333, "ud.verb": 0.6666666666666666}
entsprach	{"ud.verb": 1.0}
entsprechen	{"ud.verb": 1.0}
entsprechend	{"ud.adv": 0.21428571428571427, "ud.adj": 0.6428571428571429, "ud.adp": 0.14285714285714285}
entsprechende	{"ud.adj": 1.0}
entsprechenden	{"ud.adj": 1.0}
entspricht	{"ud.verb": 1.0}
entspringt	{"ud.verb": 1.0}
entstammte	{"ud.verb": 1.0}
entstand	{"ud.verb": 1.0}
entstanden	{"ud.verb": 0.9761904761904762, "ud.adj": 0.023809523809523808}
entstandene	{"ud.adj": 1.0}
entstandenen	{"ud.adj": 1.0}
entstehen	{"ud.verb": 0.9285714285714286, "ud.noun": 0.07142857142857142}
entsteht	{"ud.verb": 1.0}
entstehung	{"ud.noun": 1.0}
enttäuscht	{"ud.verb": 0.4, "ud.adj": 0.6}
entweder	{"ud.cconj": 0.7058823529411765, "ud.noun": 0.058823529411764705, "ud.adv": 0.23529411764705882}
entwerfen	{"ud.verb": 0.5, "ud.noun": 0.5}
entwickeln	{"ud.verb": 1.0}
entwickelt	{"ud.verb": 0.9655172413793104, "ud.adj": 0.034482758620689655}
entwickelte	{"ud.verb": 0.8181818181818182, "ud.adj": 0.18181818181818182}
entwickelten	{"ud.adj": 0.6, "ud.verb": 0.4}
entwickler	{"ud.noun": 1.0}
entwicklung	{"ud.noun": 1.0}
entworfen	{"ud.verb": 1.0}
entworfenen	{"ud.adj": 1.0}
entwurf	{"ud.noun": 1.0}
entwässert	{"ud.verb": 1.0}
entwürfen	{"ud.noun": 1.0}
entziehen	{"ud.verb": 1.0}
entzog	{"ud.verb": 1.0}
epen	{"ud.noun": 1.0}
epo	{"ud.propn": 0.75, "ud.noun": 0.25}
epoche	{"ud.noun": 1.0}
er	{"ud.pron": 0.9985192497532083, "ud.x": 0.0009871668311944718, "ud.propn": 0.0004935834155972359}
erasmus	{"ud.propn": 1.0}
erbaut	{"ud.verb": 1.0}
erbaute	{"ud.adj": 0.875, "ud.verb": 0.125}
erbe	{"ud.noun": 1.0}
erben	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
erbeutet	{"ud.verb": 1.0}
erde	{"ud.noun": 0.7, "ud.propn": 0.3}
erden	{"ud.noun": 0.8, "ud.propn": 0.2}
erdgeschoss	{"ud.noun": 1.0}
erdmann	{"ud.propn": 1.0}
ereignis	{"ud.noun": 1.0}
ereignisse	{"ud.noun": 1.0}
erfahren	{"ud.verb": 1.0}
erfahrene	{"ud.adj": 1.0}
erfahrung	{"ud.noun": 1.0}
erfahrungen	{"ud.noun": 1.0}
erfassung	{"ud.noun": 1.0}
erfolg	{"ud.noun": 1.0}
erfolge	{"ud.noun": 1.0}
erfolgen	{"ud.verb": 0.6363636363636364, "ud.noun": 0.36363636363636365}
erfolgreich	{"ud.adj": 1.0}
erfolgreichen	{"ud.adj": 1.0}
erfolgt	{"ud.verb": 1.0}
erfolgte	{"ud.verb": 0.975, "ud.adj": 0.025}
erfolgten	{"ud.verb": 0.5384615384615384, "ud.adj": 0.46153846153846156}
erforderlich	{"ud.adj": 1.0}
erfordert	{"ud.verb": 1.0}
erforscht	{"ud.verb": 1.0}
erforschung	{"ud.noun": 1.0}
erfreut	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
erfuhr	{"ud.verb": 1.0}
erfurt	{"ud.propn": 1.0}
erfüllen	{"ud.verb": 1.0}
erfüllt	{"ud.verb": 0.8333333333333334, "ud.adj": 0.16666666666666666}
erfüllung	{"ud.noun": 1.0}
ergab	{"ud.verb": 1.0}
ergaben	{"ud.verb": 1.0}
ergeben	{"ud.verb": 1.0}
ergebnis	{"ud.noun": 1.0}
ergebnisse	{"ud.noun": 1.0}
ergebnissen	{"ud.noun": 1.0}
ergänzt	{"ud.verb": 1.0}
erhalten	{"ud.verb": 0.5555555555555556, "ud.adj": 0.4074074074074074, "ud.adv": 0.037037037037037035}
erhaltene	{"ud.adj": 1.0}
erhaltenen	{"ud.adj": 1.0}
erhaltung	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
erheben	{"ud.verb": 1.0}
erheblich	{"ud.adj": 1.0}
erhebliche	{"ud.adj": 1.0}
erhebt	{"ud.verb": 1.0}
erhebung	{"ud.noun": 1.0}
erhielt	{"ud.verb": 1.0}
erhielten	{"ud.verb": 1.0}
erhitzung	{"ud.noun": 1.0}
erhoben	{"ud.verb": 1.0}
erholen	{"ud.verb": 1.0}
erholt	{"ud.verb": 1.0}
erholte	{"ud.verb": 1.0}
erhält	{"ud.verb": 1.0}
erhöhen	{"ud.verb": 1.0}
erhöht	{"ud.verb": 0.7272727272727273, "ud.adj": 0.18181818181818182, "ud.noun": 0.09090909090909091}
erhöhten	{"ud.adj": 1.0}
erhöhung	{"ud.noun": 1.0}
eric	{"ud.propn": 1.0}
erich	{"ud.propn": 1.0}
erinnern	{"ud.verb": 1.0}
erinnert	{"ud.verb": 1.0}
erinnerte	{"ud.verb": 1.0}
erinnerung	{"ud.noun": 1.0}
erinnerungen	{"ud.noun": 1.0}
erkannt	{"ud.verb": 1.0}
erkannte	{"ud.verb": 1.0}
erkennbar	{"ud.adj": 1.0}
erkennen	{"ud.verb": 1.0}
erkennt	{"ud.verb": 1.0}
erkenntnis	{"ud.noun": 1.0}
erkenntnisse	{"ud.noun": 1.0}
erklärt	{"ud.verb": 1.0}
erklärte	{"ud.verb": 1.0}
erklärung	{"ud.noun": 1.0}
erkrankte	{"ud.verb": 0.8, "ud.adj": 0.2}
erkrankung	{"ud.noun": 1.0}
erkrankungen	{"ud.noun": 1.0}
erlangen	{"ud.propn": 0.6, "ud.verb": 0.3, "ud.noun": 0.1}
erlangt	{"ud.verb": 1.0}
erlangte	{"ud.verb": 1.0}
erlaubt	{"ud.adj": 0.4444444444444444, "ud.verb": 0.5555555555555556}
erlebnis	{"ud.noun": 1.0}
erlebnisse	{"ud.noun": 1.0}
erlebt	{"ud.verb": 1.0}
erlebte	{"ud.verb": 1.0}
erlebten	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
erledigt	{"ud.verb": 0.75, "ud.adj": 0.25}
erleichterte	{"ud.adj": 0.25, "ud.verb": 0.75}
erlernte	{"ud.verb": 0.8571428571428571, "ud.adj": 0.14285714285714285}
erlitt	{"ud.verb": 1.0}
ermittelt	{"ud.verb": 1.0}
ermordet	{"ud.verb": 1.0}
ermordeten	{"ud.adj": 1.0}
ermöglichen	{"ud.verb": 1.0}
ermöglicht	{"ud.verb": 1.0}
ermöglichte	{"ud.verb": 1.0}
ernannt	{"ud.verb": 1.0}
ernennung	{"ud.noun": 1.0}
ernest	{"ud.propn": 1.0}
erneuert	{"ud.verb": 1.0}
erneut	{"ud.adj": 0.9411764705882353, "ud.adv": 0.058823529411764705}
erneute	{"ud.adj": 1.0}
ernst	{"ud.adj": 0.06666666666666667, "ud.propn": 0.8666666666666667, "ud.noun": 0.06666666666666667}
ernsthaft	{"ud.adv": 0.6, "ud.adj": 0.4}
ernte	{"ud.noun": 1.0}
ernähren	{"ud.verb": 1.0}
ernährt	{"ud.verb": 1.0}
ernährung	{"ud.propn": 0.4, "ud.noun": 0.6}
eroberung	{"ud.noun": 1.0}
errang	{"ud.verb": 1.0}
erregung	{"ud.noun": 1.0}
erreichen	{"ud.verb": 0.9047619047619048, "ud.noun": 0.09523809523809523}
erreicht	{"ud.verb": 1.0}
erreichte	{"ud.verb": 0.9833333333333333, "ud.adj": 0.016666666666666666}
erreichten	{"ud.verb": 1.0}
errichten	{"ud.verb": 0.9090909090909091, "ud.noun": 0.09090909090909091}
errichtet	{"ud.verb": 0.9714285714285714, "ud.adj": 0.02857142857142857}
errichtete	{"ud.adj": 0.4444444444444444, "ud.verb": 0.5555555555555556}
errichteten	{"ud.adj": 0.625, "ud.verb": 0.375}
errichtung	{"ud.noun": 1.0}
erringen	{"ud.verb": 1.0}
ersatz	{"ud.noun": 1.0}
erscheinen	{"ud.verb": 0.5833333333333334, "ud.noun": 0.4166666666666667}
erscheinende	{"ud.adj": 1.0}
erscheint	{"ud.verb": 1.0}
erscheinung	{"ud.noun": 1.0}
erschien	{"ud.verb": 1.0}
erschienen	{"ud.verb": 0.9, "ud.noun": 0.1}
erschlossen	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
erschossen	{"ud.verb": 1.0}
ersetzen	{"ud.verb": 1.0}
ersetzt	{"ud.verb": 1.0}
ersetzte	{"ud.verb": 1.0}
erst	{"ud.adv": 0.9900990099009901, "ud.adj": 0.009900990099009901}
erstaunlich	{"ud.adv": 0.25, "ud.adj": 0.75}
erstaunt	{"ud.adj": 1.0}
erste	{"ud.adj": 0.9554140127388535, "ud.noun": 0.03184713375796178, "ud.propn": 0.012738853503184714}
erstellt	{"ud.verb": 1.0}
ersten	{"ud.adj": 0.8317757009345794, "ud.propn": 0.14953271028037382, "ud.noun": 0.018691588785046728}
erster	{"ud.adj": 0.8, "ud.noun": 0.16666666666666666, "ud.propn": 0.03333333333333333}
erstes	{"ud.num": 0.07692307692307693, "ud.adj": 0.9230769230769231}
erstligisten	{"ud.noun": 1.0}
erstmals	{"ud.adv": 1.0}
erstplatzierten	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
erstreckt	{"ud.verb": 1.0}
erwachsene	{"ud.noun": 0.25, "ud.adj": 0.75}
erwachsenen	{"ud.noun": 1.0}
erwarb	{"ud.verb": 1.0}
erwarten	{"ud.verb": 1.0}
erwartet	{"ud.verb": 1.0}
erwartungen	{"ud.noun": 1.0}
erweitert	{"ud.verb": 1.0}
erweiterte	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
erweiterten	{"ud.adj": 0.5, "ud.verb": 0.5}
erweiterung	{"ud.noun": 1.0}
erwerben	{"ud.verb": 1.0}
erworben	{"ud.verb": 1.0}
erwähnen	{"ud.verb": 1.0}
erwähnenswert	{"ud.adj": 1.0}
erwähnt	{"ud.verb": 1.0}
erwähnten	{"ud.adj": 1.0}
erwähnung	{"ud.noun": 1.0}
erwünscht	{"ud.adj": 1.0}
erzbistum	{"ud.noun": 0.75, "ud.propn": 0.25}
erzeugt	{"ud.verb": 1.0}
erziehende	{"ud.adj": 1.0}
erzieher	{"ud.noun": 1.0}
erzielen	{"ud.verb": 1.0}
erzielt	{"ud.verb": 1.0}
erzielte	{"ud.verb": 0.9615384615384616, "ud.adj": 0.038461538461538464}
erzählt	{"ud.verb": 1.0}
erzählung	{"ud.noun": 1.0}
eröffnet	{"ud.verb": 1.0}
eröffnete	{"ud.verb": 0.75, "ud.adj": 0.25}
eröffneten	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
eröffnung	{"ud.noun": 1.0}
es	{"ud.pron": 1.0}
eschenbach	{"ud.propn": 1.0}
esf	{"ud.propn": 1.0}
essen	{"ud.verb": 0.21568627450980393, "ud.noun": 0.7254901960784313, "ud.propn": 0.058823529411764705}
et	{"ud.cconj": 0.46153846153846156, "ud.propn": 0.46153846153846156, "ud.noun": 0.07692307692307693}
etablieren	{"ud.verb": 1.0}
etabliert	{"ud.verb": 1.0}
etablierte	{"ud.verb": 0.75, "ud.adj": 0.25}
etablissement	{"ud.noun": 1.0}
etage	{"ud.noun": 1.0}
etagen	{"ud.noun": 1.0}
etappe	{"ud.noun": 1.0}
etc.	{"ud.x": 0.7777777777777778, "ud.adv": 0.2222222222222222}
ethnien	{"ud.noun": 1.0}
ethnisch	{"ud.adj": 1.0}
ethnischen	{"ud.adj": 1.0}
etliche	{"ud.det": 0.4, "ud.pron": 0.6}
etwa	{"ud.adv": 1.0}
etwas	{"ud.pron": 0.4444444444444444, "ud.adv": 0.5396825396825397, "ud.noun": 0.015873015873015872}
eu	{"ud.propn": 1.0}
euch	{"ud.pron": 1.0}
eugen	{"ud.propn": 1.0}
euro	{"ud.propn": 0.7619047619047619, "ud.noun": 0.23809523809523808}
europa	{"ud.noun": 0.02857142857142857, "ud.propn": 0.9714285714285714}
europameister	{"ud.noun": 1.0}
europameisterschaft	{"ud.noun": 1.0}
europameisterschaften	{"ud.noun": 1.0}
europas	{"ud.propn": 1.0}
europe	{"ud.propn": 1.0}
europäische	{"ud.adj": 0.5, "ud.propn": 0.5}
europäischen	{"ud.propn": 0.4838709677419355, "ud.adj": 0.5161290322580645}
europäischer	{"ud.adj": 0.8, "ud.propn": 0.2}
eva	{"ud.propn": 1.0}
evangelisch	{"ud.propn": 0.5, "ud.adj": 0.5}
evangelische	{"ud.propn": 0.375, "ud.adj": 0.625}
evangelischen	{"ud.adj": 0.7333333333333333, "ud.propn": 0.26666666666666666}
eve	{"ud.propn": 1.0}
eventuell	{"ud.adv": 0.25, "ud.adj": 0.75}
ewigen	{"ud.adj": 1.0}
ex	{"ud.noun": 0.8461538461538461, "ud.propn": 0.15384615384615385}
exakt	{"ud.adj": 1.0}
exemplar	{"ud.noun": 1.0}
exemplare	{"ud.noun": 1.0}
exemplaren	{"ud.noun": 1.0}
exil	{"ud.noun": 1.0}
existenz	{"ud.noun": 1.0}
existieren	{"ud.verb": 1.0}
existierenden	{"ud.adj": 1.0}
existiert	{"ud.verb": 1.0}
existierte	{"ud.verb": 1.0}
expedition	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
expeditionen	{"ud.noun": 1.0}
experimente	{"ud.noun": 1.0}
experten	{"ud.noun": 1.0}
exportiert	{"ud.verb": 1.0}
express	{"ud.propn": 0.8333333333333334, "ud.noun": 0.16666666666666666}
externe	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
extra	{"ud.adv": 1.0}
extrem	{"ud.adv": 0.42857142857142855, "ud.adj": 0.5714285714285714}
extreme	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
extremen	{"ud.adj": 1.0}
f	{"ud.propn": 1.0}
f.	{"ud.propn": 1.0}
fabrik	{"ud.noun": 1.0}
fabriken	{"ud.noun": 1.0}
fachlich	{"ud.adv": 0.7272727272727273, "ud.adj": 0.2727272727272727}
facto	{"ud.noun": 1.0}
fahne	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
fahren	{"ud.verb": 1.0}
fahrer	{"ud.noun": 1.0}
fahrgäste	{"ud.noun": 1.0}
fahrrad	{"ud.noun": 1.0}
fahrspuren	{"ud.noun": 1.0}
fahrt	{"ud.noun": 1.0}
fahrzeug	{"ud.noun": 1.0}
fahrzeuge	{"ud.noun": 1.0}
fahrzeugen	{"ud.noun": 1.0}
fahrzeugs	{"ud.noun": 1.0}
fair	{"ud.adj": 0.75, "ud.propn": 0.25}
faktoren	{"ud.noun": 1.0}
fakultät	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
fall	{"ud.noun": 0.9459459459459459, "ud.propn": 0.05405405405405406}
falle	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
fallen	{"ud.verb": 1.0}
falls	{"ud.sconj": 0.5555555555555556, "ud.propn": 0.3333333333333333, "ud.adv": 0.1111111111111111}
falsch	{"ud.adj": 1.0}
falsche	{"ud.adj": 1.0}
falschen	{"ud.adj": 1.0}
fame	{"ud.propn": 1.0}
familie	{"ud.noun": 0.9911504424778761, "ud.propn": 0.008849557522123894}
familien	{"ud.noun": 1.0}
familiennamen	{"ud.noun": 1.0}
familienunternehmen	{"ud.noun": 1.0}
family	{"ud.propn": 1.0}
fand	{"ud.verb": 1.0}
fanden	{"ud.verb": 1.0}
fans	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
fantasy	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
farbe	{"ud.noun": 1.0}
farben	{"ud.noun": 0.8, "ud.propn": 0.2}
faschisten	{"ud.noun": 1.0}
fassade	{"ud.noun": 1.0}
fassen	{"ud.verb": 1.0}
fasst	{"ud.verb": 1.0}
fasste	{"ud.verb": 1.0}
fassung	{"ud.noun": 1.0}
fassungen	{"ud.noun": 1.0}
fast	{"ud.adv": 0.9833333333333333, "ud.propn": 0.016666666666666666}
faulkner	{"ud.propn": 1.0}
fazit	{"ud.noun": 1.0}
fc	{"ud.propn": 1.0}
fdp	{"ud.propn": 1.0}
februar	{"ud.propn": 1.0}
feder	{"ud.noun": 1.0}
fehlen	{"ud.verb": 1.0}
fehlenden	{"ud.adj": 1.0}
fehler	{"ud.noun": 1.0}
fehlt	{"ud.verb": 1.0}
fehlte	{"ud.verb": 1.0}
feiern	{"ud.noun": 0.5714285714285714, "ud.verb": 0.42857142857142855}
feiert	{"ud.verb": 1.0}
feierte	{"ud.verb": 1.0}
fein	{"ud.adj": 1.0}
feindlichen	{"ud.adj": 0.75, "ud.noun": 0.25}
feine	{"ud.adj": 1.0}
feld	{"ud.noun": 1.0}
felde	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
felder	{"ud.noun": 1.0}
feldern	{"ud.noun": 1.0}
feldes	{"ud.noun": 1.0}
felix	{"ud.propn": 1.0}
fell	{"ud.noun": 1.0}
felsen	{"ud.noun": 1.0}
felszeichnungen	{"ud.noun": 1.0}
fenster	{"ud.noun": 1.0}
ferdinand	{"ud.propn": 1.0}
ferner	{"ud.adv": 0.5263157894736842, "ud.adj": 0.42105263157894735, "ud.cconj": 0.05263157894736842}
fernsehen	{"ud.noun": 1.0}
fernsehens	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
fernsehsendung	{"ud.noun": 1.0}
fernsehserie	{"ud.noun": 1.0}
fernsehserien	{"ud.noun": 1.0}
fernstraße	{"ud.noun": 1.0}
fernuniversität	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
fertig	{"ud.adj": 0.875, "ud.adv": 0.125}
fertiggestellt	{"ud.verb": 1.0}
fertigstellung	{"ud.noun": 1.0}
fest	{"ud.adv": 0.7692307692307693, "ud.noun": 0.07692307692307693, "ud.adj": 0.11538461538461539, "ud.propn": 0.038461538461538464}
feste	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
festen	{"ud.adj": 0.6, "ud.noun": 0.2, "ud.propn": 0.2}
festgelegt	{"ud.verb": 0.8571428571428571, "ud.adj": 0.14285714285714285}
festgenommen	{"ud.verb": 1.0}
festgestellt	{"ud.verb": 1.0}
festival	{"ud.propn": 0.8, "ud.noun": 0.2}
festivals	{"ud.noun": 1.0}
festland	{"ud.noun": 1.0}
festplatten	{"ud.noun": 1.0}
festspielen	{"ud.propn": 0.8333333333333334, "ud.noun": 0.16666666666666666}
feststellen	{"ud.verb": 1.0}
feststellung	{"ud.noun": 1.0}
festung	{"ud.noun": 0.875, "ud.propn": 0.125}
feucht	{"ud.adj": 1.0}
feuchten	{"ud.adj": 0.75, "ud.propn": 0.25}
feuchtigkeit	{"ud.noun": 1.0}
feuer	{"ud.noun": 1.0}
fide	{"ud.propn": 1.0}
fiel	{"ud.verb": 1.0}
fields	{"ud.propn": 1.0}
fielen	{"ud.verb": 1.0}
figur	{"ud.noun": 1.0}
figuren	{"ud.noun": 1.0}
filiale	{"ud.noun": 1.0}
film	{"ud.noun": 0.8852459016393442, "ud.propn": 0.11475409836065574}
filme	{"ud.noun": 0.9, "ud.propn": 0.1}
filmen	{"ud.noun": 1.0}
filmkritikervereinigung	{"ud.noun": 1.0}
filmmusik	{"ud.noun": 1.0}
films	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
filter	{"ud.noun": 1.0}
finale	{"ud.noun": 1.0}
finanzen	{"ud.propn": 0.25, "ud.noun": 0.75}
finanziell	{"ud.adj": 1.0}
finanzielle	{"ud.adj": 1.0}
finanziellen	{"ud.adj": 1.0}
finanziert	{"ud.verb": 1.0}
finanzierung	{"ud.noun": 1.0}
finanzminister	{"ud.noun": 1.0}
finde	{"ud.verb": 1.0}
finden	{"ud.verb": 0.9836065573770492, "ud.noun": 0.01639344262295082}
findet	{"ud.verb": 1.0}
fing	{"ud.verb": 1.0}
finger	{"ud.noun": 1.0}
finnischen	{"ud.adj": 1.0}
finnischer	{"ud.adj": 1.0}
finnland	{"ud.propn": 1.0}
firma	{"ud.noun": 0.975, "ud.propn": 0.025}
firmen	{"ud.noun": 1.0}
firmierte	{"ud.verb": 1.0}
first	{"ud.propn": 1.0}
fisch	{"ud.noun": 1.0}
fischen	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
fischer	{"ud.propn": 1.0}
fk	{"ud.propn": 1.0}
flach	{"ud.adj": 1.0}
flache	{"ud.adj": 1.0}
flachen	{"ud.adj": 1.0}
flacher	{"ud.adj": 1.0}
flagge	{"ud.noun": 1.0}
flammen	{"ud.noun": 1.0}
flasche	{"ud.noun": 1.0}
flash	{"ud.propn": 1.0}
fleisch	{"ud.noun": 1.0}
flensburg	{"ud.propn": 1.0}
flexibel	{"ud.adj": 1.0}
fliegen	{"ud.verb": 0.8333333333333334, "ud.noun": 0.16666666666666666}
fliehen	{"ud.verb": 1.0}
fließenden	{"ud.adj": 1.0}
fließt	{"ud.verb": 1.0}
floh	{"ud.verb": 1.0}
